area_id,iso3,country,country_code,country_en
2631,ETH,Ethiopia,ET,Ethiopia
2632,ETH,Ethiopia,ET,Ethiopia
2633,ETH,Ethiopia,ET,Ethiopia
2634,CAF,Central African Republic,CF,Central African Republic
2635,CAF,Central African Republic,CF,Central African Republic
2636,SOM,Somalia,SO,Somalia
2637,SOM,Somalia,SO,Somalia
2638,SOM,Somalia,SO,Somalia
2639,SSD,South Sudan,SS,South Sudan
2640,SSD,South Sudan,SS,South Sudan
2641,SSD,South Sudan,SS,South Sudan
2642,SSD,South Sudan,SS,South Sudan
2643,ETH,Ethiopia,ET,Ethiopia
2644,SSD,South Sudan,SS,South Sudan
2645,SSD,South Sudan,SS,South Sudan
2646,SSD,South Sudan,SS,South Sudan
2647,SSD,South Sudan,SS,South Sudan
2648,SSD,South Sudan,SS,South Sudan
2649,ETH,Ethiopia,ET,Ethiopia
2650,CAF,Central African Republic,CF,Central African Republic
2651,ETH,Ethiopia,ET,Ethiopia
2652,CAF,Central African Republic,CF,Central African Republic
2653,CAF,Central African Republic,CF,Central African Republic
2654,CAF,Central African Republic,CF,Central African Republic
2655,CAF,Central African Republic,CF,Central African Republic
2656,CAF,Central African Republic,CF,Central African Republic
2657,SOM,Somalia,SO,Somalia
2658,SOM,Somalia,SO,Somalia
2659,ETH,Ethiopia,ET,Ethiopia
2660,ETH,Ethiopia,ET,Ethiopia
2661,ETH,Ethiopia,ET,Ethiopia
2662,ETH,Ethiopia,ET,Ethiopia
2663,SOM,Somalia,SO,Somalia
2664,ETH,Ethiopia,ET,Ethiopia
2665,ETH,Ethiopia,ET,Ethiopia
2666,SOM,Somalia,SO,Somalia
2667,ETH,Ethiopia,ET,Ethiopia
2668,CAF,Central African Republic,CF,Central African Republic
2669,SOM,Somalia,SO,Somalia
2670,SSD,South Sudan,SS,South Sudan
2671,SSD,South Sudan,SS,South Sudan
2672,CAF,Central African Republic,CF,Central African Republic
2673,CAF,Central African Republic,CF,Central African Republic
2674,CAF,Central African Republic,CF,Central African Republic
2675,SOM,Somalia,SO,Somalia
2676,SOM,Somalia,SO,Somalia
2677,CAF,Central African Republic,CF,Central African Republic
2678,CAF,Central African Republic,CF,Central African Republic
2679,SOM,Somalia,SO,Somalia
2680,CAF,Central African Republic,CF,Central African Republic
2681,CAF,Central African Republic,CF,Central African Republic
2682,ETH,Ethiopia,ET,Ethiopia
2683,CAF,Central African Republic,CF,Central African Republic
2684,CAF,Central African Republic,CF,Central African Republic
2685,SSD,South Sudan,SS,South Sudan
2686,SSD,South Sudan,SS,South Sudan
2687,SOM,Somalia,SO,Somalia
2688,SOM,Somalia,SO,Somalia
2689,CAF,Central African Republic,CF,Central African Republic
2690,SOM,Somalia,SO,Somalia
2691,SOM,Somalia,SO,Somalia
2692,CAF,Central African Republic,CF,Central African Republic
2693,SOM,Somalia,SO,Somalia
2694,SOM,Somalia,SO,Somalia
2695,SOM,Somalia,SO,Somalia
2696,ETH,Ethiopia,ET,Ethiopia
2697,SOM,Somalia,SO,Somalia
2698,SOM,Somalia,SO,Somalia
2699,ETH,Ethiopia,ET,Ethiopia
2700,ETH,Ethiopia,ET,Ethiopia
2701,CAF,Central African Republic,CF,Central African Republic
2702,SOM,Somalia,SO,Somalia
2703,SOM,Somalia,SO,Somalia
2704,ETH,Ethiopia,ET,Ethiopia
2705,CAF,Central African Republic,CF,Central African Republic
2706,CAF,Central African Republic,CF,Central African Republic
2707,SOM,Somalia,SO,Somalia
2708,ETH,Ethiopia,ET,Ethiopia
2709,SOM,Somalia,SO,Somalia
2710,ETH,Ethiopia,ET,Ethiopia
2711,CAF,Central African Republic,CF,Central African Republic
2712,CAF,Central African Republic,CF,Central African Republic
2713,CAF,Central African Republic,CF,Central African Republic
2714,CAF,Central African Republic,CF,Central African Republic
2715,ETH,Ethiopia,ET,Ethiopia
2716,CAF,Central African Republic,CF,Central African Republic
2717,CAF,Central African Republic,CF,Central African Republic
2718,ETH,Ethiopia,ET,Ethiopia
2719,SOM,Somalia,SO,Somalia
2720,SOM,Somalia,SO,Somalia
2721,SOM,Somalia,SO,Somalia
2722,SSD,South Sudan,SS,South Sudan
2723,SSD,South Sudan,SS,South Sudan
2724,ETH,Ethiopia,ET,Ethiopia
2725,SOM,Somalia,SO,Somalia
2726,SOM,Somalia,SO,Somalia
2727,SOM,Somalia,SO,Somalia
2728,SOM,Somalia,SO,Somalia
2729,SOM,Somalia,SO,Somalia
2730,SOM,Somalia,SO,Somalia
2731,ETH,Ethiopia,ET,Ethiopia
2732,CAF,Central African Republic,CF,Central African Republic
2733,CAF,Central African Republic,CF,Central African Republic
2734,SOM,Somalia,SO,Somalia
2735,SSD,South Sudan,SS,South Sudan
2736,SSD,South Sudan,SS,South Sudan
2737,SOM,Somalia,SO,Somalia
2738,SSD,South Sudan,SS,South Sudan
2739,SSD,South Sudan,SS,South Sudan
2740,SSD,South Sudan,SS,South Sudan
2741,SSD,South Sudan,SS,South Sudan
2742,ETH,Ethiopia,ET,Ethiopia
2743,SSD,South Sudan,SS,South Sudan
2744,SSD,South Sudan,SS,South Sudan
2745,ETH,Ethiopia,ET,Ethiopia
2746,SOM,Somalia,SO,Somalia
2747,SOM,Somalia,SO,Somalia
2748,SOM,Somalia,SO,Somalia
2749,SOM,Somalia,SO,Somalia
2750,SOM,Somalia,SO,Somalia
2751,CAF,Central African Republic,CF,Central African Republic
2752,SOM,Somalia,SO,Somalia
2753,ETH,Ethiopia,ET,Ethiopia
2754,CAF,Central African Republic,CF,Central African Republic
2755,CAF,Central African Republic,CF,Central African Republic
2756,SOM,Somalia,SO,Somalia
2757,SOM,Somalia,SO,Somalia
2758,SOM,Somalia,SO,Somalia
2759,SOM,Somalia,SO,Somalia
2760,SOM,Somalia,SO,Somalia
2761,ETH,Ethiopia,ET,Ethiopia
2762,CAF,Central African Republic,CF,Central African Republic
2763,ETH,Ethiopia,ET,Ethiopia
2764,CAF,Central African Republic,CF,Central African Republic
2765,ETH,Ethiopia,ET,Ethiopia
2766,CAF,Central African Republic,CF,Central African Republic
2767,CAF,Central African Republic,CF,Central African Republic
2768,CAF,Central African Republic,CF,Central African Republic
2769,CAF,Central African Republic,CF,Central African Republic
2770,ETH,Ethiopia,ET,Ethiopia
2771,SOM,Somalia,SO,Somalia
2772,CAF,Central African Republic,CF,Central African Republic
2773,CAF,Central African Republic,CF,Central African Republic
2774,SSD,South Sudan,SS,South Sudan
2775,SSD,South Sudan,SS,South Sudan
2776,ETH,Ethiopia,ET,Ethiopia
2777,ETH,Ethiopia,ET,Ethiopia
2778,CAF,Central African Republic,CF,Central African Republic
2779,ETH,Ethiopia,ET,Ethiopia
2780,CAF,Central African Republic,CF,Central African Republic
2781,CAF,Central African Republic,CF,Central African Republic
2782,CAF,Central African Republic,CF,Central African Republic
2783,CAF,Central African Republic,CF,Central African Republic
2784,CAF,Central African Republic,CF,Central African Republic
2785,ETH,Ethiopia,ET,Ethiopia
2786,CAF,Central African Republic,CF,Central African Republic
2787,ETH,Ethiopia,ET,Ethiopia
2788,CAF,Central African Republic,CF,Central African Republic
2789,ETH,Ethiopia,ET,Ethiopia
2790,ETH,Ethiopia,ET,Ethiopia
2791,ETH,Ethiopia,ET,Ethiopia
2792,SSD,South Sudan,SS,South Sudan
2793,SSD,South Sudan,SS,South Sudan
2794,SSD,South Sudan,SS,South Sudan
2795,SSD,South Sudan,SS,South Sudan
2796,CAF,Central African Republic,CF,Central African Republic
2797,CAF,Central African Republic,CF,Central African Republic
2798,SOM,Somalia,SO,Somalia
2799,ETH,Ethiopia,ET,Ethiopia
2800,SOM,Somalia,SO,Somalia
2801,ETH,Ethiopia,ET,Ethiopia
2802,ETH,Ethiopia,ET,Ethiopia
2803,SSD,South Sudan,SS,South Sudan
2804,SSD,South Sudan,SS,South Sudan
2805,SSD,South Sudan,SS,South Sudan
2806,SSD,South Sudan,SS,South Sudan
2807,SSD,South Sudan,SS,South Sudan
2808,SSD,South Sudan,SS,South Sudan
2809,CAF,Central African Republic,CF,Central African Republic
2810,SOM,Somalia,SO,Somalia
2811,SOM,Somalia,SO,Somalia
2812,SOM,Somalia,SO,Somalia
2813,SOM,Somalia,SO,Somalia
2814,CAF,Central African Republic,CF,Central African Republic
2815,ETH,Ethiopia,ET,Ethiopia
2816,ETH,Ethiopia,ET,Ethiopia
2817,SOM,Somalia,SO,Somalia
2818,SOM,Somalia,SO,Somalia
2819,ETH,Ethiopia,ET,Ethiopia
2820,CAF,Central African Republic,CF,Central African Republic
2821,SSD,South Sudan,SS,South Sudan
2822,SSD,South Sudan,SS,South Sudan
2823,SOM,Somalia,SO,Somalia
2824,SOM,Somalia,SO,Somalia
2825,SOM,Somalia,SO,Somalia
2826,SSD,South Sudan,SS,South Sudan
2827,SSD,South Sudan,SS,South Sudan
2828,CAF,Central African Republic,CF,Central African Republic
2829,CAF,Central African Republic,CF,Central African Republic
2830,ETH,Ethiopia,ET,Ethiopia
2831,CAF,Central African Republic,CF,Central African Republic
2832,ETH,Ethiopia,ET,Ethiopia
2833,ETH,Ethiopia,ET,Ethiopia
2834,SOM,Somalia,SO,Somalia
2835,SOM,Somalia,SO,Somalia
2836,SOM,Somalia,SO,Somalia
2837,SOM,Somalia,SO,Somalia
2838,SOM,Somalia,SO,Somalia
2839,SOM,Somalia,SO,Somalia
2840,SOM,Somalia,SO,Somalia
2841,CAF,Central African Republic,CF,Central African Republic
2842,ETH,Ethiopia,ET,Ethiopia
2843,SOM,Somalia,SO,Somalia
2844,SOM,Somalia,SO,Somalia
2845,SOM,Somalia,SO,Somalia
2846,SOM,Somalia,SO,Somalia
2847,ETH,Ethiopia,ET,Ethiopia
2848,SSD,South Sudan,SS,South Sudan
2849,SSD,South Sudan,SS,South Sudan
2850,ETH,Ethiopia,ET,Ethiopia
2851,SOM,Somalia,SO,Somalia
2852,SOM,Somalia,SO,Somalia
2853,SSD,South Sudan,SS,South Sudan
2854,SSD,South Sudan,SS,South Sudan
2855,SOM,Somalia,SO,Somalia
2856,SOM,Somalia,SO,Somalia
2857,CAF,Central African Republic,CF,Central African Republic
2858,ETH,Ethiopia,ET,Ethiopia
2859,SOM,Somalia,SO,Somalia
2860,SOM,Somalia,SO,Somalia
2861,SOM,Somalia,SO,Somalia
2862,SOM,Somalia,SO,Somalia
2863,SSD,South Sudan,SS,South Sudan
2864,SSD,South Sudan,SS,South Sudan
2865,SOM,Somalia,SO,Somalia
2866,SSD,South Sudan,SS,South Sudan
2867,SSD,South Sudan,SS,South Sudan
2868,SOM,Somalia,SO,Somalia
2869,SOM,Somalia,SO,Somalia
2870,SOM,Somalia,SO,Somalia
2871,SOM,Somalia,SO,Somalia
2872,SOM,Somalia,SO,Somalia
2874,ETH,Ethiopia,ET,Ethiopia
2875,ETH,Ethiopia,ET,Ethiopia
2876,CAF,Central African Republic,CF,Central African Republic
2877,SOM,Somalia,SO,Somalia
2878,SOM,Somalia,SO,Somalia
2879,SOM,Somalia,SO,Somalia
2880,SSD,South Sudan,SS,South Sudan
2881,SSD,South Sudan,SS,South Sudan
2882,CAF,Central African Republic,CF,Central African Republic
2883,SOM,Somalia,SO,Somalia
2884,SOM,Somalia,SO,Somalia
2885,SOM,Somalia,SO,Somalia
2886,SOM,Somalia,SO,Somalia
2887,SOM,Somalia,SO,Somalia
2888,SOM,Somalia,SO,Somalia
2889,SOM,Somalia,SO,Somalia
2890,SOM,Somalia,SO,Somalia
2891,SOM,Somalia,SO,Somalia
2892,ETH,Ethiopia,ET,Ethiopia
2893,ETH,Ethiopia,ET,Ethiopia
2894,SOM,Somalia,SO,Somalia
2895,SOM,Somalia,SO,Somalia
2896,ETH,Ethiopia,ET,Ethiopia
2897,SOM,Somalia,SO,Somalia
2898,SOM,Somalia,SO,Somalia
2899,SOM,Somalia,SO,Somalia
2900,SOM,Somalia,SO,Somalia
2901,SSD,South Sudan,SS,South Sudan
2902,SSD,South Sudan,SS,South Sudan
2903,SSD,South Sudan,SS,South Sudan
2904,SSD,South Sudan,SS,South Sudan
2905,SSD,South Sudan,SS,South Sudan
2906,SSD,South Sudan,SS,South Sudan
2907,SSD,South Sudan,SS,South Sudan
2908,SSD,South Sudan,SS,South Sudan
2909,SSD,South Sudan,SS,South Sudan
2910,SSD,South Sudan,SS,South Sudan
2911,SSD,South Sudan,SS,South Sudan
2912,SSD,South Sudan,SS,South Sudan
2913,SSD,South Sudan,SS,South Sudan
2914,SSD,South Sudan,SS,South Sudan
2915,ETH,Ethiopia,ET,Ethiopia
2916,CAF,Central African Republic,CF,Central African Republic
2917,CAF,Central African Republic,CF,Central African Republic
2918,SSD,South Sudan,SS,South Sudan
2919,SSD,South Sudan,SS,South Sudan
2920,SOM,Somalia,SO,Somalia
2921,SOM,Somalia,SO,Somalia
2922,ETH,Ethiopia,ET,Ethiopia
2923,SSD,South Sudan,SS,South Sudan
2924,SSD,South Sudan,SS,South Sudan
2925,ETH,Ethiopia,ET,Ethiopia
2926,ETH,Ethiopia,ET,Ethiopia
2927,SOM,Somalia,SO,Somalia
2928,SOM,Somalia,SO,Somalia
2929,SSD,South Sudan,SS,South Sudan
2930,SSD,South Sudan,SS,South Sudan
2931,SOM,Somalia,SO,Somalia
2932,SOM,Somalia,SO,Somalia
2933,SOM,Somalia,SO,Somalia
2934,SOM,Somalia,SO,Somalia
2935,SOM,Somalia,SO,Somalia
2936,SOM,Somalia,SO,Somalia
2937,ETH,Ethiopia,ET,Ethiopia
2938,SOM,Somalia,SO,Somalia
2939,SOM,Somalia,SO,Somalia
2940,SOM,Somalia,SO,Somalia
2941,SOM,Somalia,SO,Somalia
2942,SOM,Somalia,SO,Somalia
2943,SOM,Somalia,SO,Somalia
2944,ETH,Ethiopia,ET,Ethiopia
2945,ETH,Ethiopia,ET,Ethiopia
2946,SOM,Somalia,SO,Somalia
2947,SOM,Somalia,SO,Somalia
2948,CAF,Central African Republic,CF,Central African Republic
2949,CAF,Central African Republic,CF,Central African Republic
2950,SSD,South Sudan,SS,South Sudan
2951,SSD,South Sudan,SS,South Sudan
2952,SSD,South Sudan,SS,South Sudan
2953,SSD,South Sudan,SS,South Sudan
2954,SOM,Somalia,SO,Somalia
2955,SOM,Somalia,SO,Somalia
2956,SSD,South Sudan,SS,South Sudan
2957,SSD,South Sudan,SS,South Sudan
2958,SOM,Somalia,SO,Somalia
2960,SOM,Somalia,SO,Somalia
2961,SSD,South Sudan,SS,South Sudan
2962,SSD,South Sudan,SS,South Sudan
2963,SOM,Somalia,SO,Somalia
2964,SOM,Somalia,SO,Somalia
2965,SOM,Somalia,SO,Somalia
2966,SOM,Somalia,SO,Somalia
2967,SOM,Somalia,SO,Somalia
2968,SOM,Somalia,SO,Somalia
2969,SOM,Somalia,SO,Somalia
2970,SOM,Somalia,SO,Somalia
2971,SOM,Somalia,SO,Somalia
2972,ETH,Ethiopia,ET,Ethiopia
2973,SOM,Somalia,SO,Somalia
2974,SOM,Somalia,SO,Somalia
2975,SOM,Somalia,SO,Somalia
2976,SOM,Somalia,SO,Somalia
2977,SOM,Somalia,SO,Somalia
2978,SOM,Somalia,SO,Somalia
2979,SOM,Somalia,SO,Somalia
2980,SOM,Somalia,SO,Somalia
2981,SOM,Somalia,SO,Somalia
2982,ETH,Ethiopia,ET,Ethiopia
2983,SOM,Somalia,SO,Somalia
2984,SOM,Somalia,SO,Somalia
2985,SSD,South Sudan,SS,South Sudan
2986,SSD,South Sudan,SS,South Sudan
2987,SOM,Somalia,SO,Somalia
2988,ETH,Ethiopia,ET,Ethiopia
2989,SSD,South Sudan,SS,South Sudan
2990,SSD,South Sudan,SS,South Sudan
2991,SOM,Somalia,SO,Somalia
2992,SOM,Somalia,SO,Somalia
2993,SSD,South Sudan,SS,South Sudan
2994,SSD,South Sudan,SS,South Sudan
2995,SOM,Somalia,SO,Somalia
2996,SSD,South Sudan,SS,South Sudan
2997,SSD,South Sudan,SS,South Sudan
2998,SOM,Somalia,SO,Somalia
2999,SOM,Somalia,SO,Somalia
3000,SOM,Somalia,SO,Somalia
3001,ETH,Ethiopia,ET,Ethiopia
3002,SSD,South Sudan,SS,South Sudan
3003,SOM,Somalia,SO,Somalia
3004,SSD,South Sudan,SS,South Sudan
3005,SSD,South Sudan,SS,South Sudan
3006,SOM,Somalia,SO,Somalia
3007,SOM,Somalia,SO,Somalia
3008,SOM,Somalia,SO,Somalia
3009,SOM,Somalia,SO,Somalia
3010,SOM,Somalia,SO,Somalia
3011,SOM,Somalia,SO,Somalia
3012,SOM,Somalia,SO,Somalia
3013,SOM,Somalia,SO,Somalia
3014,ETH,Ethiopia,ET,Ethiopia
3015,SOM,Somalia,SO,Somalia
3016,SOM,Somalia,SO,Somalia
3017,SSD,South Sudan,SS,South Sudan
3018,SSD,South Sudan,SS,South Sudan
3019,SOM,Somalia,SO,Somalia
3020,SOM,Somalia,SO,Somalia
3021,SOM,Somalia,SO,Somalia
3022,SOM,Somalia,SO,Somalia
3023,SOM,Somalia,SO,Somalia
3024,SOM,Somalia,SO,Somalia
3025,SSD,South Sudan,SS,South Sudan
3026,SSD,South Sudan,SS,South Sudan
3027,SOM,Somalia,SO,Somalia
3028,SOM,Somalia,SO,Somalia
3029,SOM,Somalia,SO,Somalia
3030,SOM,Somalia,SO,Somalia
3031,SOM,Somalia,SO,Somalia
3032,SOM,Somalia,SO,Somalia
3033,SOM,Somalia,SO,Somalia
3034,SOM,Somalia,SO,Somalia
3035,SOM,Somalia,SO,Somalia
3036,ETH,Ethiopia,ET,Ethiopia
3037,SOM,Somalia,SO,Somalia
3038,ETH,Ethiopia,ET,Ethiopia
3039,SOM,Somalia,SO,Somalia
3040,SOM,Somalia,SO,Somalia
3041,SOM,Somalia,SO,Somalia
3042,SOM,Somalia,SO,Somalia
3043,SOM,Somalia,SO,Somalia
3044,SOM,Somalia,SO,Somalia
3045,SOM,Somalia,SO,Somalia
3046,SSD,South Sudan,SS,South Sudan
3047,SSD,South Sudan,SS,South Sudan
3048,SOM,Somalia,SO,Somalia
3049,SOM,Somalia,SO,Somalia
3050,SOM,Somalia,SO,Somalia
3051,SOM,Somalia,SO,Somalia
3052,SOM,Somalia,SO,Somalia
3053,SOM,Somalia,SO,Somalia
3054,SOM,Somalia,SO,Somalia
3055,ETH,Ethiopia,ET,Ethiopia
3056,ETH,Ethiopia,ET,Ethiopia
3057,SSD,South Sudan,SS,South Sudan
3058,SSD,South Sudan,SS,South Sudan
3059,SOM,Somalia,SO,Somalia
3060,SOM,Somalia,SO,Somalia
3061,CAF,Central African Republic,CF,Central African Republic
3062,SOM,Somalia,SO,Somalia
3064,SOM,Somalia,SO,Somalia
3065,SOM,Somalia,SO,Somalia
3066,SOM,Somalia,SO,Somalia
3067,SOM,Somalia,SO,Somalia
3068,SOM,Somalia,SO,Somalia
3069,SDN,Sudan,SD,Sudan
3070,SDN,Sudan,SD,Sudan
3071,SOM,Somalia,SO,Somalia
3072,SOM,Somalia,SO,Somalia
3073,SOM,Somalia,SO,Somalia
3074,SOM,Somalia,SO,Somalia
3075,SDN,Sudan,SD,Sudan
3076,SDN,Sudan,SD,Sudan
3077,SSD,South Sudan,SS,South Sudan
3078,ETH,Ethiopia,ET,Ethiopia
3079,SOM,Somalia,SO,Somalia
3080,SOM,Somalia,SO,Somalia
3081,SSD,South Sudan,SS,South Sudan
3082,SSD,South Sudan,SS,South Sudan
3083,CAF,Central African Republic,CF,Central African Republic
3084,SOM,Somalia,SO,Somalia
3085,SOM,Somalia,SO,Somalia
3087,SOM,Somalia,SO,Somalia
3088,SOM,Somalia,SO,Somalia
3089,SOM,Somalia,SO,Somalia
3090,SOM,Somalia,SO,Somalia
3091,SOM,Somalia,SO,Somalia
3092,ETH,Ethiopia,ET,Ethiopia
3093,SOM,Somalia,SO,Somalia
3094,SOM,Somalia,SO,Somalia
3095,SOM,Somalia,SO,Somalia
3096,SOM,Somalia,SO,Somalia
3097,SOM,Somalia,SO,Somalia
3098,SOM,Somalia,SO,Somalia
3099,SOM,Somalia,SO,Somalia
3100,SOM,Somalia,SO,Somalia
3101,SOM,Somalia,SO,Somalia
3102,SOM,Somalia,SO,Somalia
3103,SOM,Somalia,SO,Somalia
3104,SOM,Somalia,SO,Somalia
3105,SOM,Somalia,SO,Somalia
3106,SOM,Somalia,SO,Somalia
3107,SOM,Somalia,SO,Somalia
3108,SOM,Somalia,SO,Somalia
3109,SOM,Somalia,SO,Somalia
3110,SOM,Somalia,SO,Somalia
3111,SOM,Somalia,SO,Somalia
3112,SOM,Somalia,SO,Somalia
3113,SOM,Somalia,SO,Somalia
3114,SSD,South Sudan,SS,South Sudan
3115,SSD,South Sudan,SS,South Sudan
3116,SOM,Somalia,SO,Somalia
3117,SOM,Somalia,SO,Somalia
3118,SOM,Somalia,SO,Somalia
3119,SOM,Somalia,SO,Somalia
3120,SOM,Somalia,SO,Somalia
3121,SOM,Somalia,SO,Somalia
3122,SOM,Somalia,SO,Somalia
3123,SOM,Somalia,SO,Somalia
3124,SOM,Somalia,SO,Somalia
3125,SOM,Somalia,SO,Somalia
3126,CAF,Central African Republic,CF,Central African Republic
3127,SOM,Somalia,SO,Somalia
3128,SOM,Somalia,SO,Somalia
3129,SOM,Somalia,SO,Somalia
3130,SOM,Somalia,SO,Somalia
3131,SOM,Somalia,SO,Somalia
3132,SSD,South Sudan,SS,South Sudan
3133,SSD,South Sudan,SS,South Sudan
3134,ETH,Ethiopia,ET,Ethiopia
3135,SOM,Somalia,SO,Somalia
3136,SOM,Somalia,SO,Somalia
3137,ETH,Ethiopia,ET,Ethiopia
3138,SDN,Sudan,SD,Sudan
3139,SOM,Somalia,SO,Somalia
3140,SOM,Somalia,SO,Somalia
3141,SDN,Sudan,SD,Sudan
3142,SOM,Somalia,SO,Somalia
3143,SDN,Sudan,SD,Sudan
3144,SOM,Somalia,SO,Somalia
3145,SOM,Somalia,SO,Somalia
3146,SOM,Somalia,SO,Somalia
3147,SOM,Somalia,SO,Somalia
3148,SOM,Somalia,SO,Somalia
3149,SOM,Somalia,SO,Somalia
3150,ETH,Ethiopia,ET,Ethiopia
3151,SDN,Sudan,SD,Sudan
3152,ETH,Ethiopia,ET,Ethiopia
3153,SOM,Somalia,SO,Somalia
3154,SOM,Somalia,SO,Somalia
3155,SOM,Somalia,SO,Somalia
3156,SOM,Somalia,SO,Somalia
3157,SOM,Somalia,SO,Somalia
3158,SOM,Somalia,SO,Somalia
3159,SOM,Somalia,SO,Somalia
3160,SOM,Somalia,SO,Somalia
3161,CAF,Central African Republic,CF,Central African Republic
3162,SOM,Somalia,SO,Somalia
3163,SOM,Somalia,SO,Somalia
3164,SOM,Somalia,SO,Somalia
3165,SOM,Somalia,SO,Somalia
3166,SOM,Somalia,SO,Somalia
3167,SOM,Somalia,SO,Somalia
3168,SOM,Somalia,SO,Somalia
3169,SOM,Somalia,SO,Somalia
3170,SDN,Sudan,SD,Sudan
3171,ETH,Ethiopia,ET,Ethiopia
3172,SOM,Somalia,SO,Somalia
3173,SOM,Somalia,SO,Somalia
3174,SOM,Somalia,SO,Somalia
3175,SSD,South Sudan,SS,South Sudan
3176,SSD,South Sudan,SS,South Sudan
3177,SOM,Somalia,SO,Somalia
3178,SOM,Somalia,SO,Somalia
3179,SOM,Somalia,SO,Somalia
3180,SOM,Somalia,SO,Somalia
3181,SOM,Somalia,SO,Somalia
3182,SDN,Sudan,SD,Sudan
3183,SOM,Somalia,SO,Somalia
3184,CAF,Central African Republic,CF,Central African Republic
3185,SOM,Somalia,SO,Somalia
3186,ETH,Ethiopia,ET,Ethiopia
3187,SOM,Somalia,SO,Somalia
3188,CAF,Central African Republic,CF,Central African Republic
3189,SOM,Somalia,SO,Somalia
3190,SOM,Somalia,SO,Somalia
3191,SOM,Somalia,SO,Somalia
3192,SOM,Somalia,SO,Somalia
3193,SDN,Sudan,SD,Sudan
3194,SOM,Somalia,SO,Somalia
3195,SOM,Somalia,SO,Somalia
3196,SOM,Somalia,SO,Somalia
3197,SOM,Somalia,SO,Somalia
3198,SOM,Somalia,SO,Somalia
3199,SOM,Somalia,SO,Somalia
3200,ETH,Ethiopia,ET,Ethiopia
3201,SDN,Sudan,SD,Sudan
3202,SOM,Somalia,SO,Somalia
3203,SOM,Somalia,SO,Somalia
3204,SOM,Somalia,SO,Somalia
3205,SOM,Somalia,SO,Somalia
3206,SDN,Sudan,SD,Sudan
3207,SDN,Sudan,SD,Sudan
3208,SOM,Somalia,SO,Somalia
3209,SOM,Somalia,SO,Somalia
3210,SOM,Somalia,SO,Somalia
3211,SOM,Somalia,SO,Somalia
3213,SDN,Sudan,SD,Sudan
3214,SOM,Somalia,SO,Somalia
3215,SOM,Somalia,SO,Somalia
3216,SOM,Somalia,SO,Somalia
3217,SOM,Somalia,SO,Somalia
3218,SDN,Sudan,SD,Sudan
3219,SOM,Somalia,SO,Somalia
3220,SOM,Somalia,SO,Somalia
3221,SOM,Somalia,SO,Somalia
3222,SOM,Somalia,SO,Somalia
3223,SDN,Sudan,SD,Sudan
3224,SOM,Somalia,SO,Somalia
3225,SOM,Somalia,SO,Somalia
3226,SOM,Somalia,SO,Somalia
3227,SOM,Somalia,SO,Somalia
3228,ETH,Ethiopia,ET,Ethiopia
3229,SOM,Somalia,SO,Somalia
3230,SOM,Somalia,SO,Somalia
3231,SOM,Somalia,SO,Somalia
3232,SOM,Somalia,SO,Somalia
3233,SDN,Sudan,SD,Sudan
3234,SOM,Somalia,SO,Somalia
3235,SOM,Somalia,SO,Somalia
3236,SOM,Somalia,SO,Somalia
3237,SOM,Somalia,SO,Somalia
3238,SOM,Somalia,SO,Somalia
3239,SOM,Somalia,SO,Somalia
3240,SOM,Somalia,SO,Somalia
3241,ETH,Ethiopia,ET,Ethiopia
3242,SDN,Sudan,SD,Sudan
3243,SDN,Sudan,SD,Sudan
3244,SDN,Sudan,SD,Sudan
3245,SOM,Somalia,SO,Somalia
3246,SOM,Somalia,SO,Somalia
3247,SDN,Sudan,SD,Sudan
3248,ETH,Ethiopia,ET,Ethiopia
3249,ETH,Ethiopia,ET,Ethiopia
3250,SDN,Sudan,SD,Sudan
3251,ETH,Ethiopia,ET,Ethiopia
3252,SOM,Somalia,SO,Somalia
3253,SDN,Sudan,SD,Sudan
3254,SDN,Sudan,SD,Sudan
3255,SOM,Somalia,SO,Somalia
3256,SDN,Sudan,SD,Sudan
3257,SDN,Sudan,SD,Sudan
3258,SOM,Somalia,SO,Somalia
3259,SOM,Somalia,SO,Somalia
3260,SOM,Somalia,SO,Somalia
3261,SOM,Somalia,SO,Somalia
3262,SOM,Somalia,SO,Somalia
3263,SOM,Somalia,SO,Somalia
3264,ETH,Ethiopia,ET,Ethiopia
3265,SDN,Sudan,SD,Sudan
3266,SDN,Sudan,SD,Sudan
3267,SDN,Sudan,SD,Sudan
3268,SDN,Sudan,SD,Sudan
3269,SOM,Somalia,SO,Somalia
3270,SOM,Somalia,SO,Somalia
3271,ETH,Ethiopia,ET,Ethiopia
3272,SOM,Somalia,SO,Somalia
3273,SDN,Sudan,SD,Sudan
3274,DJI,Djibouti,DJ,Djibouti
3275,DJI,Djibouti,DJ,Djibouti
3276,SOM,Somalia,SO,Somalia
3277,SOM,Somalia,SO,Somalia
3278,DJI,Djibouti,DJ,Djibouti
3279,ETH,Ethiopia,ET,Ethiopia
3280,SOM,Somalia,SO,Somalia
3281,SOM,Somalia,SO,Somalia
3282,SOM,Somalia,SO,Somalia
3283,SDN,Sudan,SD,Sudan
3284,SDN,Sudan,SD,Sudan
3285,SDN,Sudan,SD,Sudan
3286,SDN,Sudan,SD,Sudan
3287,SDN,Sudan,SD,Sudan
3288,DJI,Djibouti,DJ,Djibouti
3289,SOM,Somalia,SO,Somalia
3290,SOM,Somalia,SO,Somalia
